City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
300,airai,-8.9266,125.4092,17.06,93,99,0.66,TL,2023-02-01 23:24:40
301,hofn,64.2539,-15.2082,-1.81,67,83,4.63,IS,2023-02-01 23:29:00
302,salta,-24.7859,-65.4117,26.33,65,40,3.09,AR,2023-02-01 23:32:23
303,havoysund,70.9963,24.6622,-1.87,61,100,4.73,NO,2023-02-01 23:22:27
304,lewistown,40.5992,-77.5714,-1.01,71,0,4.12,US,2023-02-01 23:32:24
305,bumbuna,9.05,-11.7333,24.02,63,1,1.29,SL,2023-02-01 23:32:24
306,coruripe,-10.1256,-36.1756,25.78,80,66,3.76,BR,2023-02-01 23:24:07
307,biltine,14.5333,20.9167,22.86,21,100,6.16,TD,2023-02-01 23:26:08
308,kudahuvadhoo,2.6708,72.8944,26.71,66,76,5.64,MV,2023-02-01 23:27:23
309,la cumbre,-30.982,-64.4914,19.55,77,58,2.46,AR,2023-02-01 23:32:26
310,guangshui,31.6199,113.9978,2.92,47,100,5.75,CN,2023-02-01 23:32:26
311,qaqortoq,60.7167,-46.0333,-8.18,93,100,2.55,GL,2023-02-01 23:32:27
312,khash,28.2211,61.2158,8.5,88,7,2.84,IR,2023-02-01 23:32:27
313,honiara,-9.4333,159.95,27.89,77,94,1.25,SB,2023-02-01 23:21:19
314,belfast,54.5833,-5.9333,7.99,87,75,5.14,GB,2023-02-01 23:29:56
315,manaus,-3.1019,-60.025,28.28,74,20,3.6,BR,2023-02-01 23:26:05
316,jambi,-1.6,103.6167,23.53,96,100,1.37,ID,2023-02-01 23:32:29
317,santa cruz,-17.8,-63.1667,25.03,88,75,2.57,BO,2023-02-01 23:31:35
318,srandakan,-7.9386,110.2506,24.54,88,100,1.38,ID,2023-02-01 23:32:30
319,rocha,-34.4833,-54.3333,20.97,79,99,3.68,UY,2023-02-01 23:22:28
320,cockburn town,21.4612,-71.1419,24.92,75,9,8.45,TC,2023-02-01 23:23:27
321,nanakuli,21.3906,-158.1547,27.97,59,0,3.09,US,2023-02-01 23:27:51
322,sembakung,3.8167,117.25,23.57,95,100,0.39,ID,2023-02-01 23:32:31
323,paamiut,61.994,-49.6678,-8.87,73,100,3.58,GL,2023-02-01 23:32:32
324,potiskum,11.7091,11.0694,20.66,25,57,4.51,NG,2023-02-01 23:32:32
325,hamilton,39.1834,-84.5333,-0.65,49,0,0.45,US,2023-02-01 23:21:35
326,uni,57.7535,51.4923,-16.06,95,43,2.96,RU,2023-02-01 23:32:33
327,victoria point,-27.5833,153.3,30.1,70,84,2.24,AU,2023-02-01 23:32:33
328,codrington,-38.2667,141.9667,14.7,66,100,9.96,AU,2023-02-01 23:30:58
329,husavik,66.0449,-17.3389,-5.69,90,92,4.12,IS,2023-02-01 23:32:34
330,saint-augustin,51.226,-58.6502,-21.7,91,67,1.6,CA,2023-02-01 23:31:24
331,dire dawa,9.5931,41.8661,17.15,47,1,1.17,ET,2023-02-01 23:32:35
332,omboue,-1.5746,9.2618,25.7,89,99,2.17,GA,2023-02-01 23:32:35
333,jiancheng,30.391,104.5491,10.3,69,92,3.17,CN,2023-02-01 23:32:36
334,lompoc,34.6391,-120.4579,20.56,44,40,2.57,US,2023-02-01 23:28:52
335,abu zabad,12.35,29.25,19.47,18,68,7.08,SD,2023-02-01 23:32:37
336,eyl,7.9803,49.8164,22.75,69,2,6.8,SO,2023-02-01 23:32:37
337,havre-saint-pierre,50.2334,-63.5986,-10.0,85,100,2.57,CA,2023-02-01 23:32:38
338,kita,13.0349,-9.4895,24.29,15,13,1.96,ML,2023-02-01 23:32:39
339,yenagoa,4.9247,6.2642,25.9,84,2,2.39,NG,2023-02-01 23:32:39
340,djambala,-2.5447,14.7533,20.56,87,39,0.42,CG,2023-02-01 23:32:40
341,wetaskiwin,52.9668,-113.3687,-17.22,94,100,3.08,CA,2023-02-01 23:30:03
342,bud,39.447,-86.1758,-0.99,52,80,0.54,US,2023-02-01 23:32:41
343,dali,25.7,100.1833,7.38,64,44,1.93,CN,2023-02-01 23:32:42
344,itoman,26.1247,127.6694,18.21,96,75,6.69,JP,2023-02-01 23:32:42
345,kolaras,25.2333,77.6,10.95,47,3,1.67,IN,2023-02-01 23:32:43
346,gornozavodsk,58.3758,58.3211,-19.35,100,92,1.2,RU,2023-02-01 23:32:43
347,mantua,45.1667,10.7833,2.19,84,0,2.31,IT,2023-02-01 23:32:44
348,egvekinot,66.3167,-179.1667,-12.48,92,93,3.24,RU,2023-02-01 23:32:44
349,amstetten,48.1229,14.8721,5.44,86,100,9.37,AT,2023-02-01 23:32:45
350,cidreira,-30.1811,-50.2056,24.84,87,1,3.58,BR,2023-02-01 23:32:45
351,sorland,67.667,12.6934,0.92,53,49,2.68,NO,2023-02-01 23:32:46
352,majene,-3.5403,118.9707,24.81,90,100,4.31,ID,2023-02-01 23:32:46
353,huanren,41.2647,125.3667,-12.53,87,43,1.01,CN,2023-02-01 23:32:47
354,isangel,-19.55,169.2667,29.29,71,15,1.98,VU,2023-02-01 23:24:08
355,beira,-19.8436,34.8389,27.05,74,20,3.6,MZ,2023-02-01 23:26:44
356,pinega,64.7001,43.3936,-5.89,94,100,3.16,RU,2023-02-01 23:28:11
357,huarmey,-10.0681,-78.1522,22.77,78,63,3.58,PE,2023-02-01 23:32:48
358,mitsamiouli,-11.3847,43.2844,27.21,79,81,2.83,KM,2023-02-01 23:31:16
359,khandyga,62.6667,135.6,-33.36,99,100,1.26,RU,2023-02-01 23:32:49
360,kimbe,-5.5502,150.1429,28.83,73,100,1.73,PG,2023-02-01 23:32:51
361,puerto escondido,15.85,-97.0667,29.46,61,0,0.0,MX,2023-02-01 23:28:40
362,povenets,62.8487,34.8262,-9.59,98,99,1.6,RU,2023-02-01 23:32:52
363,nefteyugansk,61.0998,72.6035,-13.06,98,98,3.51,RU,2023-02-01 23:28:36
364,kirakira,-10.4544,161.9205,29.72,70,36,2.78,SB,2023-02-01 23:23:08
365,erfurt,50.9833,11.0333,4.58,94,20,8.23,DE,2023-02-01 23:23:15
366,boa vista,2.8197,-60.6733,28.99,54,75,3.6,BR,2023-02-01 23:27:47
367,ndola,-12.9587,28.6366,17.06,98,87,1.16,ZM,2023-02-01 23:32:53
368,solnechnyy,50.7214,136.6319,-26.41,99,93,1.28,RU,2023-02-01 23:27:00
369,wagar,16.1525,36.2032,21.26,72,41,6.05,SD,2023-02-01 23:32:54
370,yeniseysk,58.4497,92.1703,-26.56,100,100,0.91,RU,2023-02-01 23:32:55
371,jalu,29.0331,21.5482,11.4,57,6,3.92,LY,2023-02-01 23:28:30
372,skjeberg,59.2333,11.2,-6.36,63,18,2.38,NO,2023-02-01 23:32:56
373,san carlos de bariloche,-41.1456,-71.3082,21.86,24,0,9.26,AR,2023-02-01 23:32:56
374,haverfordwest,51.8017,-4.9691,8.92,88,52,1.34,GB,2023-02-01 23:32:57
375,tomatlan,19.9333,-105.25,26.44,49,100,2.86,MX,2023-02-01 23:32:57
376,lianran,24.9227,102.485,8.3,57,2,1.68,CN,2023-02-01 23:32:58
377,shelburne,44.0787,-80.2041,-8.0,84,98,5.74,CA,2023-02-01 23:28:13
378,vila,42.0304,-8.1588,2.49,81,3,1.7,PT,2023-02-01 23:24:21
379,nanortalik,60.1432,-45.2371,-5.32,76,100,3.54,GL,2023-02-01 23:21:58
380,malakal,9.5334,31.6605,27.25,18,44,4.77,SS,2023-02-01 23:32:59
381,hornepayne,49.2138,-84.7705,-20.14,96,85,2.32,CA,2023-02-01 23:33:00
382,shache,38.4167,77.2406,-7.34,86,99,1.95,CN,2023-02-01 23:33:00
383,taoudenni,22.6783,-3.9836,15.15,17,96,5.12,ML,2023-02-01 23:27:32
384,kruisfontein,-34.0033,24.7314,17.16,84,1,2.64,ZA,2023-02-01 23:26:17
385,tessalit,20.1986,1.0114,18.99,11,47,3.56,ML,2023-02-01 23:29:41
386,yamada,39.4667,141.95,0.38,54,1,5.75,JP,2023-02-01 23:33:02
387,quatre cocos,-20.2078,57.7625,25.06,84,27,5.11,MU,2023-02-01 23:33:03
388,trairi,-3.2778,-39.2689,25.93,85,91,4.36,BR,2023-02-01 23:28:50
389,bodden town,19.2833,-81.25,27.0,77,20,5.14,KY,2023-02-01 23:33:03
390,conceicao da barra,-18.5933,-39.7322,24.88,83,8,3.36,BR,2023-02-01 23:33:04
391,yerofey pavlovich,53.9667,121.9667,-29.44,96,40,1.6,RU,2023-02-01 23:33:04
392,aksay,47.26,39.87,1.25,67,100,1.34,RU,2023-02-01 23:33:05
393,redmond,47.674,-122.1215,10.03,56,100,0.89,US,2023-02-01 23:27:22
394,souillac,-20.5167,57.5167,25.21,88,40,1.54,MU,2023-02-01 23:26:46
395,sitka,57.0531,-135.33,5.94,81,100,0.0,US,2023-02-01 23:23:39
396,port hawkesbury,45.6169,-61.3485,-7.23,80,40,3.58,CA,2023-02-01 23:28:14
397,sokoni,-6.4333,39.55,26.45,81,100,2.96,TZ,2023-02-01 23:33:06
398,bage,-31.3314,-54.1069,28.88,51,0,5.66,BR,2023-02-01 23:33:07
399,panitian,9.0965,118.0864,26.22,83,78,3.31,PH,2023-02-01 23:33:08
400,naugachhia,25.4,87.1,10.07,69,1,3.58,IN,2023-02-01 23:33:08
401,bara,10.3744,10.7288,22.95,25,7,4.49,NG,2023-02-01 23:33:09
402,lorengau,-2.0226,147.2712,28.75,65,96,2.15,PG,2023-02-01 23:28:40
403,santa isabel do rio negro,-0.4139,-65.0192,26.29,70,95,0.53,BR,2023-02-01 23:33:09
404,kalmunai,7.4167,81.8167,24.9,91,100,5.11,LK,2023-02-01 23:33:10
405,santa rita,-7.1139,-34.9781,27.37,78,20,4.12,BR,2023-02-01 23:33:10
406,omurtag,43.1,26.4167,0.11,89,55,4.39,BG,2023-02-01 23:33:11
407,tsovak,40.1825,45.6329,-7.02,78,74,2.75,AM,2023-02-01 23:33:12
408,simoes,-7.5989,-40.8178,24.95,62,98,2.44,BR,2023-02-01 23:33:13
409,caravelas,-17.7125,-39.2481,25.01,83,94,2.73,BR,2023-02-01 23:28:18
410,domoni,-12.2569,44.5319,26.1,88,83,1.82,KM,2023-02-01 23:33:13
411,bemban,2.2684,102.3746,25.61,93,20,2.57,MY,2023-02-01 23:33:14
412,chara,56.9064,118.2631,-27.6,77,63,0.84,RU,2023-02-01 23:33:14
413,dabakala,8.3667,-4.4333,26.21,16,25,0.55,CI,2023-02-01 23:33:15
414,san patricio,28.017,-97.5169,4.93,89,100,4.9,US,2023-02-01 23:33:15
415,maykor,59.0059,55.88,-17.53,100,68,1.7,RU,2023-02-01 23:33:16
416,nhulunbuy,-12.2333,136.7667,30.34,74,100,5.14,AU,2023-02-01 23:32:15
417,ferkessedougou,9.6,-5.2,25.8,16,80,1.53,CI,2023-02-01 23:31:08
418,soe,-9.8607,124.284,20.24,93,96,1.44,ID,2023-02-01 23:33:17
419,ouadda,8.0777,22.4007,22.0,19,0,2.24,CF,2023-02-01 23:33:17
420,westerly,41.3776,-71.8273,0.12,66,0,2.57,US,2023-02-01 23:33:18
421,manitouwadge,49.1215,-85.8403,-21.38,96,76,2.44,CA,2023-02-01 23:33:18
422,gorin,51.1983,136.6669,-27.1,98,91,0.16,RU,2023-02-01 23:33:19
423,sayyan,15.1718,44.3244,11.73,46,65,0.71,YE,2023-02-01 23:33:20
424,katobu,-4.9408,122.5276,26.16,87,100,1.69,ID,2023-02-01 23:33:20
425,baghdad,33.3406,44.4009,9.95,71,0,4.12,IQ,2023-02-01 23:33:21
426,broken hill,-31.95,141.4333,18.2,55,0,4.82,AU,2023-02-01 23:24:27
427,kodinsk,58.6881,99.1844,-20.18,100,100,1.01,RU,2023-02-01 23:33:21
428,sibanicu,21.235,-77.5264,26.25,75,11,5.41,CU,2023-02-01 23:33:22
429,nyagan,62.1406,65.3936,-10.26,94,57,2.91,RU,2023-02-01 23:33:23
430,myszkow,50.5752,19.3246,1.41,92,100,7.51,PL,2023-02-01 23:33:23
431,darnah,32.767,22.6367,11.79,61,7,3.44,LY,2023-02-01 23:33:24
432,anchorage,61.2181,-149.9003,-0.2,94,100,1.54,US,2023-02-01 23:31:12
433,cabot,34.9745,-92.0165,-0.97,86,100,2.06,US,2023-02-01 23:33:15
434,vagay,57.9375,69.0217,-10.7,97,96,1.69,RU,2023-02-01 23:33:25
435,termiz,37.2242,67.2783,12.05,66,75,7.2,UZ,2023-02-01 23:33:25
436,paso de carrasco,-34.8603,-56.0522,23.3,78,75,6.17,UY,2023-02-01 23:33:26
437,longyearbyen,78.2186,15.6401,-10.09,62,20,8.75,SJ,2023-02-01 23:33:27
438,ambon,-3.6954,128.1814,26.08,94,40,2.57,ID,2023-02-01 23:22:44
439,lovozero,68.005,35.0117,-5.28,96,100,2.42,RU,2023-02-01 23:33:28
440,loutros,40.5883,22.3994,8.25,56,91,1.16,GR,2023-02-01 23:33:28
441,adrar,20.5022,-10.0711,16.75,14,100,4.98,MR,2023-02-01 23:33:29
442,ekhabi,53.5102,142.9671,-26.71,93,86,4.2,RU,2023-02-01 23:32:51
443,askiz,53.1319,90.5264,-19.65,99,42,0.49,RU,2023-02-01 23:33:29
444,goshogawara,40.8044,140.4414,-0.28,66,100,8.84,JP,2023-02-01 23:33:30
445,coahuayana,18.7333,-103.6833,28.41,45,80,2.52,MX,2023-02-01 23:28:37
446,hjortshoj,56.2481,10.2653,2.86,90,93,5.81,DK,2023-02-01 23:33:31
447,puerto cabezas,14.0351,-83.3888,27.98,83,40,5.14,NI,2023-02-01 23:33:31
448,ruwi,23.5996,58.5507,18.83,71,2,2.51,OM,2023-02-01 23:33:32
449,port augusta,-32.5,137.7667,19.02,43,1,6.7,AU,2023-02-01 23:33:32
450,tuktoyaktuk,69.4541,-133.0374,-38.0,67,40,2.57,CA,2023-02-01 23:29:10
451,shimoda,34.6667,138.95,8.2,58,99,3.22,JP,2023-02-01 23:25:50
452,male,4.1748,73.5089,26.97,83,75,4.12,MV,2023-02-01 23:33:33
453,ukiah,39.1502,-123.2078,16.91,40,0,1.54,US,2023-02-01 23:29:03
454,azanka,58.0401,64.7893,-11.22,96,92,2.03,RU,2023-02-01 23:33:34
455,roald,62.5833,6.1333,2.09,93,40,4.12,NO,2023-02-01 23:28:24
456,mareeba,-17.0,145.4333,29.16,80,93,2.69,AU,2023-02-01 23:33:35
457,colombia,20.9881,-77.4297,24.2,68,7,6.74,CU,2023-02-01 23:33:35
458,noumea,-22.2763,166.4572,30.99,99,24,1.99,NC,2023-02-01 23:28:46
459,buala,-8.145,159.5921,29.39,70,100,3.12,SB,2023-02-01 23:33:36
460,orlik,52.5178,99.825,-26.2,92,52,0.85,RU,2023-02-01 23:33:37
461,kysyl-syr,63.8986,122.7617,-27.44,100,100,1.75,RU,2023-02-01 23:31:09
462,lenine,45.2986,35.7771,1.02,75,64,2.08,UA,2023-02-01 23:33:38
463,aksarka,66.5606,67.7975,-16.11,99,81,3.65,RU,2023-02-01 23:33:38
464,karratha,-20.7377,116.8463,30.67,61,7,3.02,AU,2023-02-01 23:32:29
465,pachino,36.7186,15.0907,10.76,69,68,5.06,IT,2023-02-01 23:33:39
466,hami,42.8,93.45,-6.44,70,52,2.7,CN,2023-02-01 23:33:39
467,verkhnyaya inta,65.9811,60.3094,-4.77,87,86,8.35,RU,2023-02-01 23:33:40
468,nabire,-3.3667,135.4833,24.23,94,100,0.87,ID,2023-02-01 23:25:08
469,tymovskoye,50.8456,142.655,-20.28,83,93,1.39,RU,2023-02-01 23:33:41
470,surt,31.2089,16.5887,14.55,61,99,1.06,LY,2023-02-01 23:24:51
471,gigmoto,13.7796,124.39,26.1,87,41,5.17,PH,2023-02-01 23:33:42
472,sairang,23.8,92.6667,14.21,86,82,1.15,IN,2023-02-01 23:33:42
473,vestmanna,62.1564,-7.1664,-1.49,93,75,1.03,FO,2023-02-01 23:32:51
474,saint-pierre,-21.3393,55.4781,22.82,78,20,2.06,RE,2023-02-01 23:33:43
475,sibolga,1.7427,98.7792,24.09,75,100,1.85,ID,2023-02-01 23:23:45
476,varhaug,58.6147,5.6457,3.41,76,7,8.4,NO,2023-02-01 23:33:44
477,altay,47.8667,88.1167,-10.49,57,58,3.39,CN,2023-02-01 23:33:44
478,manta,-0.95,-80.7333,28.88,74,75,5.66,EC,2023-02-01 23:31:54
479,hyderabad,17.3753,78.4744,18.73,82,40,2.57,IN,2023-02-01 23:29:28
480,ballina,-28.8667,153.5667,27.79,81,68,2.43,AU,2023-02-01 23:33:45
481,bardiyah,31.7561,25.0865,11.93,58,59,5.07,LY,2023-02-01 23:33:46
482,floro,61.5996,5.0328,1.09,86,43,2.57,NO,2023-02-01 23:33:46
483,parati,-23.2178,-44.7131,23.59,95,100,1.87,BR,2023-02-01 23:33:17
484,verkhnetulomskiy,68.6073,31.7962,-2.93,94,100,2.72,RU,2023-02-01 23:33:47
485,dauriya,49.9333,116.8667,-30.3,100,59,0.32,RU,2023-02-01 23:33:48
486,vodnyy,63.5046,53.4095,-6.02,94,77,2.72,RU,2023-02-01 23:33:48
487,westport,41.1415,-73.3579,1.78,47,0,3.09,US,2023-02-01 23:30:24
488,ada,43.4166,-116.1262,0.34,44,0,4.12,US,2023-02-01 23:33:49
489,vagamo,61.8751,9.0967,-11.61,87,53,2.96,NO,2023-02-01 23:33:50
490,clayton,33.5335,-84.3666,14.38,83,100,2.06,US,2023-02-01 23:30:59
491,mocajuba,-2.5842,-49.5072,21.96,97,99,0.68,BR,2023-02-01 23:33:50
492,coos bay,43.3665,-124.2179,12.99,68,0,4.12,US,2023-02-01 23:31:42
493,nantucket,41.2835,-70.0995,-1.92,72,40,2.06,US,2023-02-01 23:26:41
494,sisimiut,66.9395,-53.6735,-19.92,97,82,2.12,GL,2023-02-01 23:31:12
495,ginir,7.1333,40.7,14.13,53,0,2.27,ET,2023-02-01 23:33:51
496,mecca,21.4267,39.8261,19.02,61,33,5.04,SA,2023-02-01 23:29:55
497,ulladulla,-35.35,150.4667,26.59,39,25,3.78,AU,2023-02-01 23:33:52
498,inta,66.0317,60.1659,-4.24,90,94,8.59,RU,2023-02-01 23:24:06
499,port hedland,-20.3167,118.5667,30.3,66,4,2.35,AU,2023-02-01 23:33:53
500,agadez,19.75,10.25,13.89,16,7,3.9,NE,2023-02-01 23:33:53
501,vangaindrano,-23.35,47.6,22.15,91,100,1.12,MG,2023-02-01 23:33:54
502,teya,60.3778,92.6267,-16.12,98,100,1.95,RU,2023-02-01 23:32:10
503,camopi,3.1655,-52.3158,22.22,98,96,1.18,GF,2023-02-01 23:27:25
504,petropavlovsk-kamchatskiy,53.0452,158.6483,-17.67,71,0,4.0,RU,2023-02-01 23:23:42
505,lovington,32.944,-103.3485,0.18,68,99,0.89,US,2023-02-01 23:33:55
506,bima,-8.4667,118.7167,24.81,94,100,1.03,ID,2023-02-01 23:33:56
507,tall kayf,37.0833,41.0667,7.99,84,100,7.86,TR,2023-02-01 23:33:56
508,antalaha,-14.9003,50.2788,23.8,91,93,2.98,MG,2023-02-01 23:33:57
509,port-gentil,-0.7193,8.7815,27.98,83,20,2.57,GA,2023-02-01 23:29:17
510,santa isabel,-23.3156,-46.2214,23.42,97,100,1.17,BR,2023-02-01 23:27:37
511,dondo,-19.6094,34.7431,26.73,87,8,0.41,MZ,2023-02-01 23:33:58
512,hasaki,35.7333,140.8333,6.23,41,85,7.18,JP,2023-02-01 23:33:59
513,santa vitoria do palmar,-33.5189,-53.3681,22.79,79,16,5.28,BR,2023-02-01 23:24:03
514,kavieng,-2.5744,150.7967,29.58,63,99,5.28,PG,2023-02-01 23:29:34
515,carroll,39.5501,-77.0164,0.53,46,87,1.34,US,2023-02-01 23:34:00
516,tambacounda,13.7539,-13.7586,26.03,17,0,3.09,SN,2023-02-01 23:33:43
517,cartagena,10.3997,-75.5144,26.79,69,0,5.66,CO,2023-02-01 23:34:01
518,corowa,-36.0333,146.3833,20.32,60,44,6.43,AU,2023-02-01 23:34:01
519,linjiang,41.8069,126.9078,-16.29,98,97,0.47,CN,2023-02-01 23:34:02
520,khuzhir,53.1939,107.3397,-14.2,91,98,2.21,RU,2023-02-01 23:34:02
521,fort frances,48.5999,-93.4003,-12.88,74,100,0.0,CA,2023-02-01 23:30:19
522,la ronge,55.1001,-105.2842,-25.86,58,0,7.72,CA,2023-02-01 23:24:07
523,vostok,46.4856,135.8833,-20.04,94,100,3.22,RU,2023-02-01 23:34:03
524,korla,41.7597,86.1469,-6.88,78,4,2.43,CN,2023-02-01 23:28:09
525,haines junction,60.7522,-137.5108,-12.11,92,100,0.98,CA,2023-02-01 23:24:34
526,harper,4.375,-7.7169,26.39,87,6,3.69,LR,2023-02-01 23:34:04
527,klaksvik,62.2266,-6.589,-0.49,63,85,1.48,FO,2023-02-01 23:26:19
528,ancud,-41.8697,-73.8203,15.5,69,52,3.12,CL,2023-02-01 23:24:05
529,tazovskiy,67.4667,78.7,-17.92,99,76,3.34,RU,2023-02-01 23:29:09
530,sulangan,11.1373,123.7228,26.26,84,32,5.44,PH,2023-02-01 23:34:06
531,seabra,-12.4186,-41.7703,21.94,68,79,3.78,BR,2023-02-01 23:34:06
532,kaspi,41.9252,44.4257,2.83,75,97,0.69,GE,2023-02-01 23:34:07
533,viransehir,37.2353,39.7631,6.33,88,100,5.37,TR,2023-02-01 23:34:07
534,show low,34.2542,-110.0298,3.38,45,0,4.63,US,2023-02-01 23:31:42
535,ilo,-17.6394,-71.3375,22.6,87,39,2.69,PE,2023-02-01 23:34:08
536,ngunguru,-35.6167,174.5,22.04,87,79,3.19,NZ,2023-02-01 23:26:55
537,tabou,4.423,-7.3528,26.38,87,2,3.18,CI,2023-02-01 23:34:09
538,aitape,-3.1374,142.3475,29.09,65,88,0.38,PG,2023-02-01 23:34:09
539,hemnesberget,66.2333,13.6333,-14.6,99,86,2.21,NO,2023-02-01 23:34:10
540,kailua,21.4022,-157.7394,27.99,73,20,3.6,US,2023-02-01 23:34:10
541,dom pedrito,-30.9828,-54.6731,29.14,41,6,7.99,BR,2023-02-01 23:34:11
542,pingxiang,27.6167,113.85,12.13,61,100,0.5,CN,2023-02-01 23:34:11
543,margate,51.3813,1.3862,7.15,82,88,9.3,GB,2023-02-01 23:28:46
544,port macquarie,-31.4333,152.9167,29.38,70,30,4.02,AU,2023-02-01 23:28:35
545,lukaya,-0.1489,31.8748,19.92,70,49,1.74,UG,2023-02-01 23:34:12
546,saint-ambroise,48.5501,-71.3324,-11.35,67,99,0.0,CA,2023-02-01 23:34:13
547,rodrigues alves,-7.738,-72.6509,25.11,98,94,1.13,BR,2023-02-01 23:34:13
548,kahului,20.8947,-156.47,27.01,77,40,4.63,US,2023-02-01 23:30:06
549,carutapera,-1.195,-46.02,23.17,94,100,0.49,BR,2023-02-01 23:31:46
550,peleduy,59.6289,112.7406,-13.9,95,100,3.62,RU,2023-02-01 23:34:14
551,longkou,37.6508,120.3286,-1.34,51,100,4.08,CN,2023-02-01 23:34:15
552,georgiyevskoye,58.731,45.024,-3.64,97,100,2.5,RU,2023-02-01 23:34:16
553,buraydah,26.326,43.975,13.25,46,0,3.0,SA,2023-02-01 23:29:05
554,faya,18.3851,42.4509,12.29,65,8,2.26,SA,2023-02-01 23:34:16
555,marzuq,14.4,46.4667,16.41,52,19,1.72,YE,2023-02-01 23:34:17
556,ordu,40.9086,37.6845,-1.72,93,100,1.81,TR,2023-02-01 23:34:17
557,brigantine,39.4101,-74.3646,2.22,66,0,1.54,US,2023-02-01 23:34:18
558,udachnyy,66.4167,112.4,-25.31,75,100,4.13,RU,2023-02-01 23:34:18
559,santa rosa,14.3122,121.1114,26.99,86,71,3.87,PH,2023-02-01 23:24:24
560,klyuchi,52.2667,79.1667,-13.05,97,96,1.52,RU,2023-02-01 23:34:19
561,tarko-sale,64.9225,77.785,-15.26,97,61,4.6,RU,2023-02-01 23:27:07
562,moose factory,51.2585,-80.6094,-21.01,77,75,2.06,CA,2023-02-01 23:30:15
563,ostrovnoy,68.0531,39.5131,-8.15,91,95,8.74,RU,2023-02-01 23:28:33
564,san jeronimo,-11.9472,-75.2829,11.71,80,94,1.15,PE,2023-02-01 23:34:21
565,los llanos de aridane,28.6585,-17.9182,12.86,67,0,4.12,ES,2023-02-01 23:34:21
566,juneau,58.3019,-134.4197,1.23,91,100,1.54,US,2023-02-01 23:34:22
567,salinas,36.6777,-121.6555,16.57,59,0,5.66,US,2023-02-01 23:34:20
568,nanuque,-17.8392,-40.3539,23.25,87,57,3.44,BR,2023-02-01 23:34:23
569,saint-georges,12.0564,-61.7485,24.82,78,20,3.09,GD,2023-02-01 23:34:23
570,puerto ayacucho,5.6639,-67.6236,28.18,39,24,2.65,VE,2023-02-01 23:34:24
571,venado tuerto,-33.7456,-61.9688,20.11,83,99,9.31,AR,2023-02-01 23:34:24
572,mokhsogollokh,61.4681,128.9203,-28.48,100,100,0.15,RU,2023-02-01 23:34:25
573,taylorville,39.5489,-89.2945,-1.72,64,0,2.57,US,2023-02-01 23:34:25
